synthetic_id,urbanism,woning,energy_label,inkomen,opleiding,huur_koop,DOI,values_1,values_2,values_3,att,attitude_ET,heating_system,hp_type,installation_year,ownership,satisf_hp,financial_benefits,subsidy_imp,satisf_hs,hs_age,satisf_mot_hs_1,satisf_mot_hs_2,satisf_mot_hs_3,satisf_mot_hs_4,satisf_mot_hs_5,intention,capability,capability_factor_1,capability_factor_2,capability_factor_3,capability_factor_4,capability_factor_5,motivation,opportunity_event_1,opportunity_event_2,opportunity_event_3,opportunity_event_4,opportunity_event_5,opportunity_event_6,info_source_1,info_source_2,info_source_3,info_source_4,info_source_5,exp_satisf_mot_hp_1,exp_satisf_mot_hp_2,exp_satisf_mot_hp_3,exp_satisf_mot_hp_4,exp_satisf_mot_hp_5,exp_satisf_mot_hp_6,exp_satisf_mot_hp_7,exp_satisf_mot_hp_8,exp_satisf_mot_hp_9,exp_satisf_mot_hp_10,exp_satisf_mot_hp_11,exp_satisf_mot_hp_12,exp_satisf_mot_hp_13,importance_mot_1,importance_mot_2,importance_mot_3,importance_mot_4,importance_mot_5,importance_mot_6,importance_mot_7,importance_mot_8,importance_mot_9,importance_mot_10,importance_mot_11,importance_mot_12,importance_mot_13,sensitivity_norms_1,sensitivity_norms_2,policy_awareness,policy_option_1,policy_option_2,policy_option_3,policy_option_4,policy_option_5,policy_option_6,policy_option_7,policy_option_8,price_1,pbt_1,ISDE_BAU,ISDE_laag,ISDE_hoog,hassle,normering,talk,subjectieve_norm,global_norm_1,media_freq,media_val,topics_sources_1,topics_sources_2,topics_sources_3,topics_sources_4,topics_sources_5,household_size,bouwjaar,insulation_option_1,insulation_option_2,insulation_option_3,insulation_option_4,insulation_option_5,insulation_option_6,improve_label,district_heating,id,opleiding_cat,woonsituatie,kinderen,werk_huidig,werk_uren,inkomen_cat,path_group
4581,3,2,1,2,4,1,3,4,2,5,3,5,7,0,0,0,0,0,0,4,1,3,4,3,4,4,1,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,5,3,3,4,3,5,3,4,4,1,2,4,0,15,5,0,0,0,5,0,5,0,0,0,0,2,2,3,1,0,0,0,1,0,0,0,4942,5,0,0,4,3,3,2,1,3,3,3,2,3,2,2,2,2,6,1,1,1,0,0,0,4,2,,2,3,1,5,0,1,owner_no_hp
4582,3,13,4,3,5,1,3,5,3,5,3,5,1,0,0,0,0,0,0,4,1,3,3,3,4,4,2,4,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,3,3,3,3,4,4,4,3,2,2,3,4,3,3,1,3,3,3,1,3,2,3,2,1,2,4,5,4,1,0,0,0,1,0,1,0,5016,7,0,0,5,4,2,1,1,23,1,6,3,3,3,3,3,3,2,1,0,0,0,0,0,4,3,,2,1,0,5,0,2,owner_no_hp
4583,4,2,4,6,3,1,3,3,3,2,3,3,1,0,0,0,0,0,0,4,1,3,3,4,4,4,3,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,6,6,6,6,4,6,6,6,6,6,6,6,6,5,10,0,0,5,0,5,0,0,0,0,0,5,3,4,4,0,1,1,1,0,0,0,0,8981,5,0,0,3,4,4,1,3,35,1,3,3,3,3,3,3,5,5,0,0,0,0,1,0,3,3,,1,1,0,1,2,0,owner_no_hp
4584,1,3,2,6,5,1,3,4,3,1,3,3,1,0,0,0,0,0,0,4,1,3,3,4,5,5,1,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4,5,4,4,6,4,5,4,5,4,5,3,6,0,20,0,0,5,0,0,0,0,0,0,0,5,3,3,2,1,0,1,1,0,0,0,0,3579,10,0,0,3,2,5,1,2,5,2,3,2,3,3,3,1,4,2,1,1,0,0,0,0,4,3,,2,1,0,3,3,0,owner_no_hp
4585,3,3,2,4,5,1,3,4,4,3,4,4,1,0,0,0,0,0,0,4,2,5,4,4,4,4,4,4,0,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,4,5,4,5,4,5,5,5,5,4,5,5,4,2,2,1,3,2,3,1,1,5,2,4,2,2,4,4,4,0,0,0,1,0,0,0,0,2775,2,4,0,0,4,4,3,3,8,3,5,2,3,3,2,2,3,3,1,0,0,0,0,0,2,2,,2,3,0,2,1,3,owner_no_hp
4586,3,4,1,3,4,1,2,4,2,4,2,5,1,0,0,0,0,0,0,5,2,4,4,4,4,4,2,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,5,4,5,2,2,3,3,5,3,4,3,4,0,8,0,6,0,0,6,0,10,0,0,0,0,2,3,3,1,0,0,0,1,0,0,1,2599,5,2,0,0,3,4,3,2,19,3,4,1,1,1,2,1,2,5,1,1,1,0,0,0,3,2,,2,3,0,5,0,2,owner_no_hp
4587,3,3,2,3,2,1,3,3,1,2,1,3,1,0,0,0,0,0,0,5,1,5,5,5,5,5,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,5,5,6,6,6,6,6,6,6,1,1,6,0,0,10,0,0,0,0,0,10,0,0,0,10,1,1,3,0,0,1,0,1,0,0,1,4006,2,0,0,3,3,1,3,2,9,5,3,2,2,3,3,1,2,2,1,1,0,1,0,0,4,2,,1,3,1,5,0,2,owner_no_hp
4588,3,2,1,4,2,1,3,4,2,3,3,3,9,0,0,0,0,0,0,5,2,4,5,4,4,4,2,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,4,2,4,4,2,4,6,4,3,4,3,4,30,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,1,0,0,1,2028,8,0,0,2,3,2,2,2,6,2,4,1,1,1,2,2,4,3,1,1,1,0,0,0,4,3,,1,4,1,2,1,3,owner_no_hp
4589,3,5,1,3,8,1,3,5,4,2,3,4,1,0,0,0,0,0,0,5,1,3,5,3,5,5,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,5,5,4,6,4,2,5,1,4,1,1,0,0,5,0,10,0,0,0,15,0,0,0,0,1,2,4,0,0,1,1,1,0,0,0,4987,10,0,1,0,1,1,1,3,10,3,3,2,3,2,2,2,2,8,1,1,1,0,0,0,4,3,,3,5,1,2,2,2,owner_no_hp
4590,1,3,2,6,2,1,3,3,1,2,3,3,1,0,0,0,0,0,0,5,1,3,4,4,4,4,1,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,4,2,6,1,4,2,4,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2,2,2,0,0,0,1,0,0,0,0,0,1,0,2,0,1,3,3,1,61,2,3,2,1,1,2,1,3,1,0,1,0,0,0,0,3,2,,1,4,1,5,0,0,owner_no_hp
4591,5,2,1,6,2,1,3,2,4,3,4,4,1,0,0,0,0,0,0,5,1,4,3,3,5,5,1,5,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,5,5,6,5,5,5,4,5,1,5,6,5,0,8,0,0,0,4,5,7,6,0,0,0,0,3,2,4,1,0,1,1,0,0,0,0,5068,10,4,0,0,3,5,4,3,26,3,3,1,1,2,2,1,2,6,1,1,1,1,0,0,4,2,,1,3,1,5,0,0,owner_no_hp
4592,3,3,1,3,4,1,2,4,3,3,3,3,1,0,0,0,0,0,0,5,1,3,4,5,5,5,1,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,5,4,4,6,3,4,3,3,2,1,3,6,0,5,0,10,10,0,0,0,5,0,0,0,0,2,3,3,1,0,1,0,1,0,0,0,5944,10,0,0,4,3,3,2,1,31,5,3,2,2,2,2,2,2,5,1,1,1,0,0,0,4,3,,2,3,0,5,0,2,owner_no_hp
4593,4,1,2,2,7,1,5,3,3,3,3,1,1,0,0,0,0,0,0,3,2,3,2,3,3,3,3,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,4,4,2,2,3,3,20,5,0,0,0,0,0,0,0,0,0,5,0,1,2,4,1,0,0,1,0,0,0,1,3817,7,0,2,0,3,4,1,1,16,1,6,3,3,3,3,3,1,6,1,1,0,0,0,0,3,3,,3,2,1,5,0,1,owner_no_hp
4594,3,4,4,2,4,1,5,4,4,4,3,4,1,0,0,0,0,0,0,5,2,4,4,4,4,4,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,4,3,3,3,3,3,3,3,5,0,0,0,0,5,10,5,0,0,0,5,0,3,4,2,1,1,0,0,1,0,0,0,5554,6,0,3,0,3,3,3,2,45,3,3,1,1,1,1,1,1,5,1,1,0,0,0,0,4,1,,2,2,0,2,1,1,owner_no_hp
4595,2,3,2,6,5,1,3,4,2,3,3,3,1,0,0,0,0,0,0,4,3,4,4,4,4,4,3,4,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,4,4,3,4,3,4,4,3,5,3,2,3,3,3,3,1,4,4,2,2,1,4,2,1,2,1,4,4,4,1,0,1,1,0,0,0,0,9902,10,0,0,4,4,3,1,1,17,1,6,3,3,3,3,3,4,1,0,1,0,0,0,0,3,3,,2,1,0,3,3,0,owner_no_hp
4596,3,2,5,4,11,1,3,4,3,3,4,4,1,0,0,0,0,0,0,4,2,3,3,3,4,4,3,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,6,6,6,6,6,4,4,6,6,2,2,6,6,10,10,0,0,0,0,5,0,0,0,0,0,5,3,3,4,1,0,0,0,1,0,0,1,4021,10,3,0,0,4,2,2,2,20,2,6,3,3,3,3,3,2,1,1,0,0,0,0,0,4,3,,3,3,0,4,1,3,owner_no_hp
4597,4,3,2,3,6,1,3,3,3,3,3,4,1,0,0,0,0,0,0,4,4,3,2,3,4,4,2,2,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,4,6,6,6,4,4,4,4,6,2,6,6,6,3,3,2,2,2,2,3,2,2,2,2,3,2,2,2,3,0,0,0,1,0,1,0,1,2549,5,0,2,0,4,3,1,1,10,2,3,3,3,3,3,3,1,1,1,1,0,1,0,0,4,2,,2,2,0,2,1,2,owner_no_hp
4598,3,3,4,3,4,1,3,3,3,3,3,3,1,0,0,0,0,0,0,4,3,3,4,3,4,5,3,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,4,5,2,1,5,6,5,10,0,0,0,0,0,5,10,0,0,0,0,3,3,4,1,0,0,0,0,0,1,1,5551,10,0,2,0,3,5,2,1,12,1,6,3,3,3,3,3,2,3,1,1,0,1,0,0,4,3,,2,3,1,5,0,2,owner_no_hp
4599,4,1,1,4,11,1,3,3,2,3,1,1,1,0,0,0,0,0,0,5,1,5,4,4,5,5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,5,5,3,2,6,3,5,6,1,1,1,0,0,15,0,0,0,0,0,15,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,5469,3,1,0,0,1,3,1,1,4,2,1,2,2,2,2,2,2,4,1,1,1,0,0,0,4,2,,3,3,0,2,1,3,owner_no_hp
4600,4,1,2,2,7,1,5,3,3,3,3,1,1,0,0,0,0,0,0,3,2,3,2,3,3,3,3,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,4,4,2,2,3,3,20,5,0,0,0,0,0,0,0,0,0,5,0,1,2,4,1,0,0,1,0,0,0,1,3817,7,0,2,0,3,4,1,1,16,1,6,3,3,3,3,3,1,6,1,1,0,0,0,0,3,3,,3,2,1,5,0,1,owner_no_hp
4601,5,1,5,3,5,1,4,3,1,1,2,1,9,0,0,0,0,0,0,5,3,5,5,5,5,5,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5,3,3,4,1,3,3,5,4,5,1,6,5,5,0,0,0,0,0,0,20,0,0,0,0,1,1,3,1,0,0,0,1,0,0,1,4108,3,0,0,3,3,5,4,4,33,3,2,1,1,1,2,1,3,1,1,1,0,1,0,0,4,3,,2,4,1,2,2,2,owner_no_hp
4602,2,3,1,6,1,1,3,4,2,2,4,4,1,0,0,0,0,0,0,4,2,4,2,4,5,4,2,4,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,4,5,4,4,6,5,5,4,5,2,4,2,2,0,0,0,5,10,0,5,0,10,0,0,0,0,2,2,3,0,0,0,1,0,0,0,0,5027,5,0,0,2,2,4,3,1,15,3,4,2,3,2,3,1,2,4,1,1,1,1,0,0,4,3,,1,3,1,5,0,0,owner_no_hp
4603,2,3,5,2,4,1,5,1,1,5,2,2,1,0,0,0,0,0,0,5,2,3,3,3,3,3,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,4,3,2,2,3,3,0,0,0,0,0,0,0,30,0,0,0,0,0,1,1,3,1,0,0,0,1,0,0,1,15764,5,0,0,1,3,5,1,1,30,2,6,3,3,3,3,3,2,3,1,1,1,0,0,0,4,2,,2,3,1,3,4,1,owner_no_hp
4604,2,3,2,6,4,1,5,3,2,4,3,4,1,0,0,0,0,0,0,4,3,4,2,4,4,5,1,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,4,5,2,2,4,4,3,4,4,2,2,3,5,0,30,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,2797,5,0,1,0,2,5,2,2,25,1,6,3,3,3,3,3,3,4,1,1,0,0,0,0,3,3,,2,4,1,5,0,0,owner_no_hp
4605,4,2,2,3,3,1,4,2,2,4,2,2,1,0,0,0,0,0,0,5,1,3,2,4,4,4,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,5,4,6,6,2,6,2,3,2,2,1,6,0,20,0,0,10,0,0,0,0,0,0,0,0,2,2,4,1,1,0,0,1,0,0,0,4035,5,0,1,0,1,5,2,2,15,3,2,1,3,2,2,3,2,4,1,1,0,0,0,0,3,3,,1,3,1,2,2,2,owner_no_hp
4606,4,4,2,2,5,1,3,4,3,3,4,4,1,0,0,0,0,0,0,5,1,5,4,4,5,5,1,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,5,4,3,5,4,4,4,5,4,1,3,5,15,10,0,0,0,5,0,0,0,0,0,0,0,3,3,2,1,0,0,0,1,0,0,0,6555,7,3,0,0,3,2,2,1,3,1,6,3,3,3,3,3,2,3,1,1,1,0,0,0,4,2,,2,3,0,2,1,1,owner_no_hp
4607,2,3,5,2,4,1,5,1,1,5,2,2,1,0,0,0,0,0,0,5,2,3,3,3,3,3,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,4,3,2,2,3,3,0,0,0,0,0,0,0,30,0,0,0,0,0,1,1,3,1,0,0,0,1,0,0,1,15764,5,0,0,1,3,5,1,1,30,2,6,3,3,3,3,3,2,3,1,1,1,0,0,0,4,2,,2,3,1,3,4,1,owner_no_hp
4608,4,2,2,6,3,1,3,4,2,4,2,3,1,0,0,0,0,0,0,4,3,3,3,3,4,4,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,5,6,6,3,6,4,6,5,2,2,6,6,0,5,0,0,5,0,0,0,10,0,0,5,5,2,2,3,0,0,1,0,1,0,0,0,3025,5,0,0,2,2,5,3,1,21,3,3,3,3,3,3,1,2,4,1,0,1,0,0,0,3,2,,1,3,0,5,0,0,owner_no_hp
4609,3,13,1,5,4,1,3,3,4,2,3,4,9,0,0,0,0,0,0,5,1,3,4,3,4,4,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,3,3,2,5,3,3,4,2,3,2,4,4,0,0,1,0,8,2,0,4,5,2,0,8,0,1,1,4,1,0,1,0,0,0,0,1,2051,4,1,0,0,1,1,1,2,40,2,6,3,3,3,3,3,4,6,1,1,0,0,0,0,4,3,,2,4,1,2,2,3,owner_no_hp
4610,3,3,2,3,6,1,3,3,2,4,4,4,1,0,0,0,0,0,0,4,1,3,3,5,5,3,1,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,5,4,3,4,4,5,3,3,3,3,2,3,5,4,2,2,2,2,2,7,0,0,0,2,2,3,4,3,1,0,0,0,1,0,0,0,1447,6,0,2,0,1,4,1,2,15,3,4,3,3,3,3,3,3,5,1,1,0,0,0,0,4,3,,2,4,1,1,2,2,owner_no_hp
4611,1,5,1,2,7,3,2,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,2,3,3,3,3,2,2,1,1,1,1,1,0,0,0,4,1,,3,2,1,5,0,1,non_adopter
4612,3,8,3,1,10,2,3,5,3,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23,3,3,2,2,3,2,3,1,3,0,0,0,0,1,0,4,3,,3,6,0,5,0,1,non_adopter
4613,3,7,2,6,7,3,2,4,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,3,5,1,3,2,2,2,2,4,1,1,0,0,0,0,2,3,,3,3,1,5,0,0,non_adopter
4614,1,8,4,1,10,2,5,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,1,6,3,3,3,3,3,1,7,0,0,0,0,1,0,4,3,,3,2,0,2,2,1,non_adopter
4615,2,2,4,5,7,2,1,5,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,2,3,1,3,1,2,3,2,1,1,0,1,0,0,0,4,3,,3,3,0,2,1,3,non_adopter
4616,5,8,5,6,1,2,3,3,2,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,2,2,2,2,2,3,6,4,0,0,0,0,0,1,4,4,,1,6,0,1,2,0,non_adopter
4617,1,5,1,4,11,2,2,4,5,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,2,3,2,3,2,2,2,2,8,1,1,0,0,0,0,4,4,,3,3,0,2,1,3,non_adopter
4618,2,5,4,2,4,3,4,5,5,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,2,6,3,3,3,3,3,2,2,1,1,1,0,0,0,4,2,,2,3,1,5,0,1,non_adopter
4619,4,4,2,1,2,3,3,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,30,2,4,3,3,3,3,3,1,3,1,0,1,0,0,0,1,2,,1,2,0,5,0,1,non_adopter
4620,3,4,5,5,9,1,3,4,4,1,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,3,3,2,1,2,2,1,2,2,1,1,1,1,0,0,4,2,,2,3,1,4,2,3,non_adopter
4621,2,5,3,3,11,2,2,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,1,6,3,3,3,3,3,2,1,0,0,0,0,1,0,4,2,,3,3,0,2,1,2,non_adopter
4622,4,3,2,4,3,3,3,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,2,3,2,3,3,3,1,2,4,1,0,1,0,0,0,4,2,,1,3,1,2,1,3,non_adopter
4623,1,5,1,3,2,3,4,3,4,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,1,6,3,3,3,3,3,2,6,1,1,0,0,0,0,4,2,,1,3,0,2,2,2,non_adopter
4624,2,3,4,2,4,3,1,3,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,2,6,3,3,3,3,3,3,2,0,0,0,0,1,0,4,2,,2,5,1,5,0,1,non_adopter
4625,3,13,1,1,3,3,5,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,2,1,2,3,2,2,2,1,5,0,0,0,1,0,0,4,3,,1,2,0,5,0,1,non_adopter
4626,4,3,1,2,3,3,4,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,3,3,2,2,2,2,2,1,4,1,0,0,0,0,0,4,3,,1,2,0,1,1,1,non_adopter
4627,3,5,2,1,6,2,3,5,4,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,3,4,1,3,1,2,1,2,1,1,1,0,0,0,0,3,3,,2,3,0,2,3,1,non_adopter
4628,1,5,1,2,3,3,2,4,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,3,3,2,2,1,3,3,1,7,1,1,0,0,0,0,4,2,,1,2,1,5,0,1,non_adopter
4629,3,4,3,2,6,3,4,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,30,3,3,1,1,2,2,2,2,1,0,0,0,0,0,1,4,2,,2,3,1,1,1,1,non_adopter
4630,1,5,1,2,4,3,2,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,3,3,1,2,1,1,1,1,7,1,1,1,0,0,0,4,4,,2,2,0,2,2,1,non_adopter
4631,3,3,2,3,4,3,4,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,3,3,3,3,2,2,3,2,4,1,1,1,0,0,0,4,2,,2,3,1,2,1,2,non_adopter
4632,4,5,4,2,5,3,3,4,4,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25,1,6,3,1,1,1,1,1,7,1,1,0,0,0,0,4,3,,2,2,1,2,2,1,non_adopter
4633,3,3,4,2,2,2,3,4,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,30,2,3,1,3,3,3,3,3,2,1,1,0,0,0,0,4,2,,1,4,1,5,0,1,non_adopter
4634,3,3,2,3,5,2,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,3,3,2,3,3,2,3,4,4,1,1,1,0,0,0,4,3,,2,1,0,2,2,2,non_adopter
